"x","y"
-0.9540272,38.0825293
-0.8796652,37.8519739
-0.8796367,37.8523205
-0.8789635,37.8526671
-0.8795556,37.8531233
-0.8797708,37.8528269
-0.8799638,37.8526561
-0.8802975,37.8526026
-0.447194,39.480194
-0.775811,38.1307387
-0.680722,39.425028
-1.439833,38.035
0.177194,40.460361
-0.569667,39.478722
-0.724833,38.894556
-0.429306,39.647194
-1.1513313,37.9434796
-1.1509128,37.943455
-1.1518467,37.9434329
-0.7215588,38.2614674
-0.7215565,38.26156
-0.7216686,38.2614688
-0.7215606,38.2613963
-0.7216703,38.261398
-0.7216662,38.2615617
-0.3140157,39.6104562
-0.3050869,39.6204583
-0.2985702,39.6320302
-0.7195152,38.2788088
-0.7193134,38.2789019
-0.7197338,38.2788141
-0.7194899,38.2791378
-0.7195742,38.2788877
-0.7197281,38.279009
-0.7198407,38.278957
-0.7197386,38.2790231
-0.7161524,38.2778329
-0.7160129,38.2777481
-0.7164374,38.2778442
-0.7162371,38.2779127
-0.7162034,38.2776236
-0.7184972,38.2772492
-0.7163024,38.27787
-0.7161232,38.277852
-0.7189609,38.2769832
-0.7185875,38.2773462
-0.7163415,38.2779069
-0.7190513,38.2770802
-0.773446,38.3417698
-0.5998469,38.4065539
-0.5999296,38.4064727
-0.5994474,38.4090555
-0.5995684,38.4086336
-0.599991,38.406746
-0.5994354,38.408612
-0.5994931,38.408893
-0.5993138,38.4090343
-0.5995798,38.4088079
-0.600107,38.4063389
-0.5999066,38.4065632
-0.5995225,38.4088007
-0.599972,38.4063216
-0.5998589,38.4067299
-0.7725088,38.3536918
-0.7725956,38.3538597
-0.7728,38.3535992
-0.7728869,38.3537671
-0.7725513,38.3553286
-0.7725543,38.3555107
-0.7724613,38.3553506
-0.7723406,38.3555112
-0.771845,38.3581942
-0.7721324,38.358066
-0.7721861,38.3582637
-0.7669732,38.3258284
-0.7671619,38.3261045
-0.7673197,38.3258852
-0.7671851,38.3257135
-0.7672222,38.3258247
-0.767104,38.3256357
-0.7671123,38.3260055
-0.7047701,38.3692436
-0.704622,38.3694296
-0.7044965,38.3698976
-0.7045773,38.3691492
-0.7044292,38.3693352
-0.6069554,38.342329
-0.6072213,38.3423347
-0.6069983,38.3422551
-0.607177,38.342411
-0.6071045,38.3424738
-0.6071472,38.3424003
-0.607008,38.3423478
-0.606964,38.3424237
-0.4301705,39.1622778
-1.157469,37.9367131
-1.1579729,37.9364054
-0.8490001,38.0893284
-0.8487538,38.0887418
-0.848645,38.0887701
-0.8488912,38.0893567
-0.9636738,38.1671996
-0.9630493,38.1671907
-0.7613535,38.2182549
-0.7615377,38.2183485
-0.7613543,38.2183896
-0.761376,38.2184366
-0.7615549,38.2183857
-0.7612993,38.2182703
-0.7614645,38.2182232
-0.7614782,38.2182194
-1.2033916,37.9729707
0.0947117,38.8388689
0.1518858,38.7389892
-1.1510446,37.9430391
-1.1507831,37.9432646
-0.3624447,39.462706
-0.5068173,38.3743402
-0.1671948,38.9192378
-1.1368312,37.8853952
-1.1364781,37.8855855
-1.1362405,37.8853429
-1.1364387,37.8853826
-1.136656,37.8852293
0.5934979,40.6232679
-0.8556971,38.8387492
-0.1989824,38.9447398
-1.1116341,39.4906579
-1.179334,37.938614
-1.1786253,37.938841
-1.179657,37.939328
-1.1789765,37.9395221
-0.0062674,40.3425629
-1.1579241,37.9366668
-1.1577809,37.9367549
-1.14329,38.024749
-1.151424,37.9427568
-1.151441,37.94293
-1.1513066,37.9429464
-0.6947065,38.0108639
-0.0761616,39.980441
-1.1488139,37.970825
-1.1485488,37.9709644
-1.1493193,37.9710801
-1.148641,37.9714296
-1.1567619,37.949146
-1.1568414,37.9496165
-1.1565,37.9499564
-1.1565452,37.9491242
-1.1558776,37.9499014
-1.1842496,37.9365085
-1.1843938,37.9365153
-1.1845947,37.9365478
-1.1840487,37.9365505
-1.1839972,37.9366535
-1.1846394,37.9366548
-1.1838083,37.936923
-1.1971073,37.9345761
-1.1963981,37.9347797
-1.1963307,37.9348787
-1.1963446,37.9349539
-1.1974072,37.9350217
-1.1964353,37.9351097
-1.1977992,37.9315302
-1.197589,37.9315912
-1.1974915,37.9316907
-1.1977487,37.9322211
-1.1981253,37.9323072
-1.1355442,37.9528642
-1.1352407,37.95311
-1.1353166,37.9533849
-1.1357042,37.9534221
-1.1355463,37.9534399
-1.1072923,37.8669755
-1.1069447,37.8670167
-1.1071144,37.8671816
-1.1069725,37.8671945
-1.1073445,37.8672486
-1.1072319,37.8672628
-1.1641626,37.9330136
-1.1643865,37.9332557
-1.1643381,37.9334306
-1.1641269,37.9334878
-1.1640432,37.9335675
-0.4425867,39.5316429
-0.4428184,39.5314504
-0.4405392,39.5139524
-1.3318939,38.8752737
-1.3320253,38.8752466
-1.3318429,38.8751197
-0.6820442,38.2694498
-0.8128041,38.4500334
-0.8130014,38.4500622
-0.8129203,38.4501545
-0.8129775,38.4501628
-0.8127508,38.4501747
-0.8127698,38.4501775
-0.8129106,38.4501951
-0.8129608,38.4502024
-0.812711,38.4503421
-0.8129202,38.4503727
-1.2855256,38.1167146
-1.2852952,38.116773
-1.2856126,38.1169272
-1.2853822,38.1169855
-1.3057278,38.1193494
-1.305688,38.1194033
-1.3059403,38.1194464
-1.3056378,38.1194713
-1.3059147,38.119481
-1.3058502,38.1195684
-0.4487889,39.4806374
-1.2040561,37.97339
-1.1083355,40.3521272
-1.1083222,40.3522396
-1.1085411,40.3521413
-1.1085278,40.3522537
-0.0017826,39.9752418
-0.1730993,38.5334715
-0.1724947,38.5336339
-0.1730028,38.5339163
-0.1724492,38.533936
-0.5242701,38.3440234
0.0383175,38.7992065
0.0381915,38.7991995
0.0384699,38.7994272
0.0380398,38.7992135
0.037667,38.7993849
0.0375304,38.7994477
0.0378481,38.7992856
0.0379848,38.7996755
0.0378521,38.799526
0.0148965,38.8281194
0.0148226,38.8283263
0.0146244,38.8281577
0.0146445,38.8283203
0.0950421,38.8370789
-0.7953533,38.4918411
-0.7954612,38.4919192
-0.7953199,38.4920389
-0.794934,38.4920125
-0.7953539,38.4920635
-0.7949963,38.4919009
-0.7952002,38.4919707
-0.840561,38.5729484
-0.1067931,38.8437673
-0.1069824,38.8432788
-0.1073311,38.8436883
-0.1073632,38.8436528
-0.4261045,39.372462
